production_id,factory_id,machine_id,product_id,production_date,target_units,actual_units,downtime_minutes,defects,shift
8994,20,641,143,2026-01-26,844,661,26,22,Evening
8995,24,359,392,2026-03-12,1187,1155,71,24,Morning
8996,18,710,417,2025-11-11,968,710,20,14,Morning
8997,25,399,150,2025-10-10,930,660,66,7,Morning
8998,7,914,179,2025-12-29,982,669,42,13,Morning
8999,4,301,452,2025-12-02,826,601,111,5,Evening
9000,2,461,256,2026-04-06,999,654,27,25,Evening
9001,25,283,129,2026-05-23,971,608,31,6,Morning
9002,5,564,446,2025-09-28,1018,790,7,25,Morning
9003,10,976,368,2026-02-02,834,760,42,14,Morning
9004,20,149,446,2026-02-22,1004,688,56,25,Evening
9005,12,189,321,2025-10-14,1176,1016,75,15,Night
9006,18,779,354,2025-08-27,961,617,75,18,Night
9007,6,704,294,2025-12-14,1037,799,31,14,Evening
9008,7,490,47,2025-06-26,1114,669,52,15,Evening
9009,9,373,482,2025-11-03,854,654,58,1,Night
9010,22,285,326,2025-11-25,928,696,69,4,Evening
9011,9,872,191,2025-07-09,826,639,19,25,Night
9012,3,172,406,2025-10-08,882,630,39,23,Night
9013,5,805,257,2025-11-23,945,917,36,21,Morning
9014,2,436,111,2025-07-27,1176,637,55,23,Evening
9015,25,51,169,2026-04-08,1152,794,11,22,Night
9016,8,903,107,2026-06-05,974,744,80,6,Evening
9017,25,326,122,2026-03-17,889,858,87,24,Morning
9018,17,329,361,2026-06-13,923,736,87,18,Evening
9019,16,700,68,2026-02-07,1049,748,35,22,Morning
9020,20,775,449,2026-05-30,903,605,105,18,Night
9021,4,878,100,2026-05-14,922,664,38,15,Evening
9022,15,102,268,2026-01-07,998,800,0,1,Morning
9023,22,820,284,2026-01-25,1003,876,67,25,Evening
9024,3,747,139,2026-05-11,807,721,109,12,Night
9025,15,428,41,2025-08-30,1179,674,114,24,Night
9026,25,709,330,2026-02-15,1164,1138,98,20,Evening
9027,16,951,314,2026-03-31,823,800,9,21,Morning
9028,18,621,235,2025-07-14,1030,973,16,1,Morning
9029,5,290,493,2025-12-02,1015,665,12,8,Night
9030,7,729,479,2026-05-05,970,850,106,4,Night
9031,4,10,154,2025-09-18,1152,934,59,15,Night
9032,13,894,24,2026-01-27,1103,1028,114,13,Evening
9033,11,632,94,2025-08-13,1101,843,113,18,Night
9034,10,123,263,2026-06-07,1120,676,9,3,Night
9035,24,868,432,2026-03-15,1174,957,97,25,Morning
9036,8,961,68,2025-10-11,809,762,58,12,Evening
9037,6,955,388,2026-06-07,1178,984,61,25,Night
9038,22,868,284,2025-09-28,1185,813,5,18,Night
9039,18,527,385,2026-02-15,1144,969,101,21,Evening
9040,7,509,73,2026-05-19,803,656,70,18,Evening
9041,13,503,220,2025-07-31,821,818,76,23,Morning
9042,18,725,73,2026-04-23,1138,662,6,10,Morning
9043,22,264,163,2026-03-30,1066,670,16,12,Evening
9044,5,698,85,2026-03-29,956,949,33,23,Evening
9045,10,711,445,2025-12-23,1077,831,78,22,Evening
9046,20,929,355,2026-05-11,891,619,19,16,Night
9047,10,747,21,2026-01-28,864,772,62,25,Evening
9048,23,9,129,2026-06-20,801,707,70,23,Night
9049,8,10,302,2025-10-22,1180,1052,4,24,Evening
9050,8,771,499,2025-10-06,1078,827,103,16,Night
9051,7,738,375,2025-11-06,814,774,63,0,Morning
9052,16,235,5,2025-10-08,1008,972,38,7,Evening
9053,21,595,49,2026-02-20,888,703,16,18,Night
9054,13,811,496,2025-10-21,1038,844,54,18,Morning
9055,10,76,425,2025-09-29,1148,1001,2,23,Morning
9056,2,961,295,2025-08-06,1180,780,15,15,Morning
9057,12,181,316,2025-09-10,815,751,18,20,Morning
9058,25,78,120,2025-07-23,866,668,86,12,Evening
9059,19,487,408,2026-02-05,1186,1184,107,0,Evening
9060,5,527,169,2026-05-02,1115,850,95,22,Morning
9061,14,384,216,2026-05-23,1011,616,110,0,Night
9062,9,554,135,2025-09-15,801,610,102,2,Evening
9063,21,640,470,2025-08-20,943,912,37,14,Night
9064,14,141,1,2025-08-13,837,684,34,23,Night
9065,5,577,237,2025-11-02,1063,868,86,25,Morning
9066,16,841,66,2025-10-25,1007,885,106,12,Morning
9067,7,827,499,2025-06-22,1073,792,102,12,Morning
9068,13,652,418,2025-12-30,814,715,77,4,Morning
9069,1,569,316,2026-05-28,811,647,9,7,Evening
9070,15,219,488,2025-11-18,841,817,83,9,Evening
9071,13,787,438,2026-02-06,1165,964,72,16,Evening
9072,2,26,241,2026-05-30,1088,613,60,25,Night
9073,10,516,206,2025-10-11,942,823,70,6,Night
9074,2,812,131,2025-11-11,886,651,45,8,Night
9075,14,104,17,2026-04-18,1117,1004,58,18,Morning
9076,4,648,105,2026-02-23,1151,766,88,2,Evening
9077,2,381,341,2026-01-20,1131,716,48,23,Morning
9078,9,539,177,2025-09-06,1047,942,109,16,Night
9079,6,125,369,2026-02-13,1122,1118,20,3,Night
9080,23,732,413,2026-01-15,828,742,29,8,Morning
9081,18,453,269,2026-05-13,1169,749,95,8,Night
9082,24,856,347,2026-02-22,989,953,5,22,Evening
9083,9,989,167,2026-05-07,845,769,45,8,Evening
9084,4,160,141,2026-06-06,806,724,90,23,Night
9085,4,641,126,2025-09-10,1185,1017,120,9,Morning
9086,21,633,470,2026-03-15,1109,1044,55,20,Evening
9087,23,273,427,2026-01-04,833,658,58,7,Morning
9088,20,560,250,2025-11-28,1121,931,52,19,Evening
9089,16,476,3,2026-04-23,1071,759,89,18,Morning
9090,19,620,460,2025-06-23,800,715,120,5,Night
9091,22,318,488,2025-12-17,1031,715,75,7,Night
9092,18,359,318,2025-07-17,938,700,118,3,Evening
9093,20,416,290,2026-05-27,906,674,101,8,Morning
9094,14,271,314,2026-01-16,1107,719,99,23,Evening
9095,10,532,138,2025-10-18,944,828,31,12,Evening
9096,3,353,224,2026-01-21,1188,1049,26,2,Evening
9097,10,854,331,2025-09-27,1088,606,91,23,Night
9098,18,413,388,2025-08-03,803,603,52,3,Morning
9099,8,624,469,2026-05-25,947,620,63,11,Evening
9100,19,973,70,2025-08-11,1124,777,64,21,Evening
9101,9,71,399,2025-09-12,1158,876,28,17,Morning
9102,19,409,342,2025-11-02,1132,902,4,16,Evening
9103,7,883,107,2025-12-21,1079,919,118,14,Morning
9104,2,534,4,2025-07-27,802,795,92,4,Morning
9105,19,136,121,2025-10-29,1058,779,30,3,Morning
9106,20,532,158,2026-04-24,1077,709,46,19,Night
9107,7,662,224,2026-04-20,848,786,22,21,Night
9108,17,94,119,2025-08-11,947,926,75,9,Night
9109,8,291,71,2026-04-12,812,730,33,11,Night
9110,21,480,308,2025-11-03,1124,796,83,21,Morning
9111,7,865,472,2025-11-26,1156,732,105,14,Evening
9112,7,156,57,2026-03-30,852,746,102,15,Night
9113,24,815,6,2025-11-07,927,787,10,25,Morning
9114,3,693,224,2025-09-22,1029,658,61,19,Morning
9115,14,922,122,2025-09-06,821,744,13,4,Night
9116,3,998,140,2025-08-21,1010,965,101,16,Evening
9117,13,652,198,2026-05-07,921,897,9,22,Night
9118,25,988,260,2026-02-08,1131,742,74,5,Evening
9119,7,271,43,2026-01-31,1069,609,3,7,Evening
9120,22,858,421,2026-04-21,903,660,81,14,Morning
9121,21,779,359,2026-01-06,821,818,12,1,Night
9122,9,662,3,2025-11-12,968,744,117,24,Evening
9123,11,175,53,2025-11-07,1058,723,68,7,Night
9124,19,547,168,2025-07-24,1039,671,115,12,Evening
9125,2,751,484,2026-02-04,1062,662,114,24,Morning
9126,2,912,130,2026-05-14,986,625,53,18,Night
9127,23,35,81,2025-12-17,1039,724,74,16,Morning
9128,2,668,481,2025-08-30,971,880,112,10,Evening
9129,9,417,22,2026-03-12,924,758,86,20,Morning
9130,11,875,408,2025-11-08,990,758,7,20,Night
9131,13,513,234,2025-07-02,883,708,2,14,Evening
9132,1,529,162,2026-05-10,1199,917,120,9,Morning
9133,6,520,397,2025-08-14,1047,1013,85,17,Morning
9134,18,868,71,2026-05-05,973,685,103,23,Night
9135,20,778,273,2025-11-21,1145,872,99,1,Evening
9136,17,867,92,2026-02-26,1132,1081,34,21,Night
9137,9,239,284,2026-02-23,891,883,23,1,Evening
9138,11,464,78,2025-10-04,819,664,115,18,Morning
9139,6,706,214,2025-12-12,1023,779,47,11,Night
9140,4,94,346,2025-08-04,889,666,39,16,Night
9141,17,505,498,2025-08-22,1029,728,0,3,Morning
9142,23,185,143,2026-06-04,914,674,113,24,Evening
9143,8,318,132,2026-05-20,1008,980,44,20,Evening
9144,7,427,298,2026-05-27,1115,1065,108,4,Night
9145,10,71,393,2025-10-29,1077,670,93,2,Night
9146,13,88,6,2026-02-17,942,875,105,6,Night
9147,11,430,279,2025-11-06,1172,898,30,5,Evening
9148,2,563,369,2025-12-30,905,797,1,21,Night
9149,11,680,19,2025-12-01,947,639,106,23,Morning
9150,4,930,40,2026-04-23,1075,891,23,8,Night
9151,10,906,319,2026-03-15,1036,948,34,5,Evening
9152,16,704,487,2026-03-30,994,763,101,14,Morning
9153,5,739,44,2025-08-31,954,914,63,24,Night
9154,11,868,57,2026-02-21,1107,1068,12,6,Evening
9155,24,446,6,2026-05-09,1123,605,6,8,Morning
9156,9,132,215,2026-03-06,1000,709,81,2,Night
9157,13,297,109,2026-04-27,866,841,110,15,Morning
9158,1,652,143,2025-09-20,979,677,51,21,Morning
9159,5,874,68,2025-10-06,1024,903,7,13,Night
9160,7,249,190,2025-12-26,954,899,99,24,Evening
9161,13,741,180,2026-03-16,963,748,46,11,Evening
9162,13,462,245,2026-05-04,871,764,47,6,Evening
9163,5,856,60,2025-08-23,937,758,69,16,Morning
9164,24,67,142,2026-04-12,925,729,70,13,Evening
9165,25,595,237,2025-08-20,1199,1082,86,7,Night
9166,23,260,137,2025-11-18,937,681,95,12,Evening
9167,10,125,177,2026-03-24,842,810,63,11,Night
9168,2,671,69,2025-10-24,1031,961,34,7,Morning
9169,17,886,132,2025-11-10,1092,769,115,10,Night
9170,2,522,497,2025-10-23,844,761,25,10,Evening
9171,17,420,24,2026-06-13,1070,852,87,17,Morning
9172,15,814,424,2025-09-29,828,708,55,21,Morning
9173,8,661,224,2025-11-04,834,621,95,24,Evening
9174,21,617,477,2025-12-02,1018,851,114,2,Morning
9175,7,67,65,2025-07-11,1141,1018,83,2,Morning
9176,13,950,148,2025-12-27,856,624,57,7,Evening
9177,8,86,264,2025-10-02,894,680,110,4,Night
9178,19,560,208,2026-03-19,823,647,64,10,Morning
9179,6,221,370,2025-10-21,1018,667,32,15,Morning
9180,21,803,341,2026-06-08,934,854,55,25,Evening
9181,15,781,319,2026-03-31,861,612,19,8,Evening
9182,23,959,322,2026-05-25,930,871,45,23,Night
9183,15,292,162,2025-10-11,1128,1116,117,23,Morning
9184,2,313,6,2026-03-25,998,686,61,20,Evening
9185,15,580,446,2025-10-29,981,623,25,21,Night
9186,8,296,161,2026-06-02,1135,1030,54,15,Morning
9187,22,393,264,2025-07-23,812,697,48,6,Night
9188,11,587,18,2025-06-29,1073,612,88,0,Morning
9189,15,624,243,2025-09-04,1037,949,77,13,Morning
9190,24,370,319,2025-07-18,1129,938,61,16,Morning
9191,2,543,244,2025-08-08,1037,601,5,22,Morning
9192,19,428,219,2026-02-16,1109,1027,88,16,Morning
9193,1,1,415,2025-08-11,899,897,97,5,Evening
9194,17,775,384,2025-09-29,965,641,25,20,Morning
9195,5,368,159,2026-05-25,992,954,87,16,Night
9196,20,29,294,2026-01-30,1123,1077,96,24,Evening
9197,1,771,341,2025-12-06,998,709,104,13,Morning
9198,9,797,202,2026-06-16,921,844,92,14,Evening
9199,2,685,377,2026-01-17,1002,839,116,6,Evening
9200,3,215,208,2026-01-27,1174,998,116,18,Evening
9201,24,49,192,2025-07-26,928,671,43,3,Night
9202,20,651,72,2025-09-22,823,778,43,25,Night
9203,8,850,381,2025-11-02,961,951,81,15,Morning
9204,8,465,75,2025-11-22,1026,764,57,0,Night
9205,11,37,414,2025-10-09,1158,724,18,24,Evening
9206,5,866,411,2025-08-09,985,950,106,16,Night
9207,11,568,490,2026-04-26,1032,960,110,23,Night
9208,13,526,12,2025-08-20,833,618,21,9,Evening
9209,18,678,358,2026-01-30,1003,621,33,3,Morning
9210,17,624,187,2025-12-17,827,822,13,11,Night
9211,10,876,197,2026-05-06,1039,902,3,6,Morning
9212,1,144,184,2026-05-10,1064,925,79,23,Night
9213,6,537,52,2025-12-03,973,958,7,6,Evening
9214,18,481,250,2026-02-24,831,780,89,16,Morning
9215,20,252,405,2025-06-23,922,704,9,19,Morning
9216,16,569,376,2026-06-18,1005,608,46,14,Morning
9217,6,816,26,2026-01-19,1148,706,33,7,Morning
9218,21,16,177,2025-10-06,927,607,103,16,Evening
9219,10,840,315,2026-06-12,840,808,54,11,Evening
9220,25,25,195,2025-09-11,1178,931,114,20,Evening
9221,19,637,485,2026-01-30,1079,850,80,1,Morning
9222,17,564,482,2026-03-18,1137,814,83,9,Night
9223,25,357,43,2025-11-07,890,677,95,12,Morning
9224,11,870,477,2025-12-25,1114,803,50,13,Night
9225,6,431,470,2025-09-16,1078,729,105,13,Morning
9226,14,298,213,2025-09-04,928,709,45,23,Morning
9227,17,925,126,2026-04-30,1075,1037,89,0,Morning
9228,7,446,481,2025-06-27,827,633,50,13,Morning
9229,11,669,386,2026-03-17,1172,961,59,20,Evening
9230,6,930,452,2026-05-20,1100,605,52,20,Night
9231,1,163,369,2025-11-25,974,716,51,5,Night
9232,25,528,466,2026-01-15,1167,1036,99,21,Morning
9233,8,39,51,2025-11-18,1069,800,65,1,Evening
9234,20,799,311,2026-05-12,1014,719,14,20,Evening
9235,20,829,195,2026-03-14,898,725,113,3,Morning
9236,5,863,316,2026-06-05,842,625,88,0,Evening
9237,8,130,20,2025-08-16,830,828,119,22,Night
9238,16,435,239,2025-10-06,867,676,64,7,Night
9239,19,281,420,2025-09-11,1104,865,78,20,Morning
9240,25,691,6,2026-04-02,954,765,74,0,Morning
9241,18,345,436,2025-07-02,1195,1195,73,24,Morning
9242,3,71,498,2025-08-27,981,742,11,20,Night
9243,1,965,186,2025-12-15,918,802,112,23,Night
9244,23,115,388,2025-09-03,1075,670,115,15,Night
9245,21,666,180,2025-09-09,1036,652,98,6,Morning
9246,9,101,40,2026-03-18,1163,862,10,22,Morning
9247,14,484,106,2026-03-20,1104,639,58,22,Morning
9248,9,539,404,2026-02-02,1131,994,30,18,Morning
9249,12,187,333,2025-08-11,1199,633,21,7,Night
9250,18,835,153,2026-05-27,1011,844,87,16,Morning
9251,25,586,421,2025-11-09,804,769,59,22,Evening
9252,24,790,295,2026-02-26,1170,781,30,14,Morning
9253,18,97,498,2025-11-05,1061,1035,56,25,Evening
9254,1,756,233,2026-04-21,963,846,64,7,Night
9255,22,973,310,2026-04-15,847,756,61,25,Night
9256,14,517,499,2026-06-08,800,629,84,22,Night
9257,5,873,307,2026-05-24,1002,993,10,1,Night
9258,11,76,482,2026-06-06,1133,781,1,13,Morning
9259,8,857,186,2026-02-18,1109,1046,9,4,Evening
9260,11,832,220,2026-02-08,987,635,107,16,Evening
9261,9,648,149,2026-05-19,1046,724,119,8,Night
9262,3,345,73,2025-12-06,1007,676,112,22,Evening
9263,8,925,256,2026-06-12,877,867,44,0,Evening
9264,25,224,348,2025-07-27,1013,861,13,7,Night
9265,16,66,263,2026-01-18,1041,923,24,8,Night
9266,11,831,82,2025-11-02,1163,962,66,15,Night
9267,4,787,9,2025-06-30,1053,872,84,10,Evening
9268,24,663,465,2025-10-18,1028,751,86,7,Night
9269,11,206,367,2026-05-31,1142,972,14,19,Evening
9270,19,800,300,2025-06-23,1109,697,102,5,Evening
9271,14,965,396,2025-12-11,883,797,41,11,Night
9272,9,114,159,2025-08-04,917,701,106,6,Evening
9273,16,386,332,2026-02-13,990,831,49,6,Morning
9274,6,99,315,2025-11-28,916,780,75,21,Morning
9275,13,782,380,2025-10-19,1166,705,13,22,Evening
9276,20,911,27,2026-04-20,846,846,113,16,Night
9277,16,419,449,2026-03-13,960,806,39,22,Morning
9278,25,972,456,2026-05-09,828,763,6,23,Evening
9279,19,677,301,2026-05-07,854,718,52,3,Night
9280,12,475,417,2026-02-07,1189,1041,16,15,Evening
9281,1,833,448,2025-09-25,1124,649,113,18,Morning
9282,16,992,482,2025-08-20,859,611,103,1,Evening
9283,6,71,301,2025-10-12,1125,913,34,7,Morning
9284,5,958,214,2026-04-05,929,835,75,20,Evening
9285,9,171,301,2025-09-23,1023,794,72,6,Evening
9286,25,974,33,2025-12-19,1071,683,82,15,Morning
9287,10,653,89,2026-03-28,988,824,7,7,Night
9288,11,627,429,2025-07-02,993,673,93,1,Evening
9289,23,414,277,2025-12-13,1057,683,24,20,Morning
9290,10,522,500,2026-04-11,924,901,104,23,Night
9291,22,346,459,2026-02-27,879,606,45,24,Night
9292,7,902,65,2025-07-21,1056,1031,75,19,Evening
9293,18,345,87,2025-12-01,880,646,104,8,Night
9294,21,158,160,2025-11-27,925,806,71,3,Night
9295,10,244,380,2025-07-23,1046,624,69,15,Morning
9296,21,629,118,2026-05-31,874,654,112,0,Evening
9297,3,16,347,2026-03-30,872,676,48,23,Morning
9298,5,424,401,2025-09-13,938,868,92,22,Night
9299,25,321,38,2025-06-21,813,772,6,19,Night
9300,22,790,472,2025-10-28,892,879,78,24,Evening
9301,15,12,106,2025-08-21,920,760,103,23,Night
9302,22,682,284,2025-10-04,869,606,101,13,Night
9303,16,556,416,2025-11-17,1144,939,101,25,Night
9304,18,236,248,2025-11-06,967,839,77,4,Night
9305,16,806,39,2025-10-12,917,824,90,17,Night
9306,6,509,433,2025-08-20,1185,607,57,7,Night
9307,8,551,151,2025-10-20,841,657,42,4,Night
9308,4,321,124,2025-08-17,1014,793,39,11,Night
9309,21,368,492,2026-05-10,872,828,90,24,Night
9310,4,26,33,2026-05-15,1169,724,42,6,Morning
9311,18,429,116,2025-07-28,836,610,47,18,Morning
9312,10,600,192,2025-08-09,1101,1085,86,24,Evening
9313,9,310,190,2026-04-07,978,897,73,18,Evening
9314,5,916,193,2026-01-14,904,859,117,19,Night
9315,18,364,81,2025-12-17,969,706,23,8,Morning
9316,19,841,215,2025-10-14,914,771,92,7,Evening
9317,24,820,249,2026-01-21,1177,696,62,19,Night
9318,18,507,87,2026-03-01,947,753,90,2,Night
9319,1,649,47,2025-07-04,1112,903,76,9,Night
9320,12,958,16,2026-01-17,805,688,66,2,Evening
9321,7,355,415,2025-10-12,848,838,58,25,Evening
9322,7,837,125,2026-04-30,1182,798,53,11,Evening
9323,10,957,155,2025-09-16,1147,1078,99,16,Evening
9324,21,124,80,2025-08-18,860,750,61,8,Evening
9325,1,195,439,2026-01-15,812,717,33,1,Evening
9326,18,852,75,2026-04-17,945,891,3,11,Night
9327,5,762,181,2026-04-14,1197,904,50,18,Evening
9328,23,484,192,2026-02-01,1015,916,82,7,Evening
9329,16,849,263,2026-02-10,933,921,96,12,Night
9330,20,924,368,2025-12-25,951,950,9,15,Night
9331,23,741,284,2026-04-17,1180,1012,14,23,Night
9332,6,982,429,2025-08-30,1015,932,8,23,Evening
9333,2,550,105,2025-08-05,862,645,98,9,Evening
9334,6,509,358,2025-08-24,832,627,8,9,Morning
9335,2,50,116,2025-10-19,1020,639,104,18,Morning
9336,18,225,463,2026-03-22,864,776,113,17,Night
9337,15,629,295,2026-01-13,992,967,29,2,Night
9338,3,216,195,2026-03-03,884,725,23,0,Morning
9339,4,367,8,2025-12-10,963,912,114,7,Night
9340,5,929,434,2026-01-20,991,604,116,11,Evening
9341,16,380,195,2026-05-26,1179,779,17,7,Morning
9342,7,842,42,2026-01-02,1141,795,28,0,Night
9343,13,943,351,2025-07-31,972,891,73,20,Evening
9344,17,249,355,2026-02-12,1039,662,91,11,Night
9345,6,402,7,2025-12-16,899,610,81,7,Evening
9346,24,615,397,2026-03-31,938,808,63,25,Evening
9347,18,425,435,2026-02-12,843,832,54,25,Morning
9348,13,222,295,2025-11-02,1161,607,46,0,Night
9349,17,536,151,2026-05-30,1177,759,67,17,Night
9350,5,241,96,2026-06-04,905,792,16,16,Evening
9351,10,765,451,2026-03-19,1064,842,2,10,Morning
9352,9,499,215,2026-03-04,1108,665,12,21,Evening
9353,12,228,420,2026-03-03,1100,605,74,20,Morning
9354,25,302,347,2025-11-09,999,702,17,20,Night
9355,2,557,356,2025-09-22,1195,1167,28,24,Evening
9356,8,669,470,2025-09-24,1158,767,111,10,Morning
9357,17,877,250,2025-08-29,1196,1018,39,9,Morning
9358,7,26,85,2025-09-21,897,604,57,18,Night
9359,1,116,79,2025-08-03,863,745,92,5,Evening
9360,1,894,25,2025-10-08,804,715,22,7,Night
9361,2,78,132,2026-05-09,1068,736,102,9,Night
9362,9,603,407,2025-09-20,848,706,30,15,Night
9363,8,561,27,2025-08-30,923,608,71,21,Morning
9364,15,6,182,2026-05-02,906,689,96,14,Evening
9365,13,732,1,2026-03-31,1088,896,32,12,Evening
9366,3,80,432,2025-08-02,1050,883,60,5,Night
9367,9,286,471,2026-03-19,994,729,47,0,Night
9368,14,445,120,2025-10-23,838,679,12,24,Evening
9369,2,938,317,2026-05-30,885,848,52,16,Night
9370,19,348,180,2025-12-05,1168,1153,26,14,Morning
9371,23,521,2,2025-11-23,1002,888,120,10,Morning
9372,25,625,497,2025-11-28,950,883,91,7,Night
9373,9,735,348,2026-05-15,1083,1043,34,21,Night
9374,18,796,439,2026-06-18,1069,892,61,4,Morning
9375,1,112,164,2025-08-27,1037,996,64,17,Morning
9376,12,920,363,2025-11-15,892,632,26,6,Evening
9377,12,655,345,2026-04-28,1172,891,48,13,Evening
9378,16,108,27,2026-06-02,1050,830,33,7,Morning
9379,16,525,15,2026-01-12,1101,642,21,2,Evening
9380,18,9,245,2026-06-05,980,684,114,22,Evening
9381,1,338,22,2026-04-08,1200,674,69,23,Evening
9382,6,560,272,2025-12-24,971,632,48,14,Morning
9383,22,575,127,2026-02-12,884,756,5,16,Night
9384,11,139,369,2026-06-11,1049,1004,108,5,Night
9385,12,34,284,2025-11-28,1094,679,80,3,Evening
9386,10,314,459,2026-01-29,950,625,11,24,Night
9387,13,802,455,2026-01-22,1177,828,117,14,Evening
9388,7,526,160,2025-11-13,969,635,14,24,Morning
9389,14,312,288,2025-07-28,1095,1001,45,12,Evening
9390,1,611,213,2026-02-04,1045,989,74,19,Morning
9391,4,685,35,2025-10-20,925,802,41,3,Night
9392,17,922,236,2025-08-04,913,849,112,4,Night
9393,18,27,463,2026-05-18,1180,834,82,19,Night
9394,13,295,492,2026-03-05,969,727,57,25,Night
9395,22,657,29,2026-02-19,851,701,55,10,Morning
9396,1,98,126,2026-03-01,895,770,84,23,Night
9397,16,617,136,2026-02-21,1012,699,112,13,Night
9398,9,605,495,2026-06-01,1035,746,14,24,Evening
9399,5,228,157,2026-04-30,1164,620,53,19,Night
9400,5,775,139,2025-10-30,824,732,42,5,Evening
9401,13,561,24,2025-12-19,1142,694,77,3,Night
9402,7,397,177,2025-09-03,866,658,62,0,Morning
9403,10,454,64,2025-10-28,994,847,20,17,Night
9404,16,243,62,2026-04-15,1099,663,86,14,Morning
9405,1,646,152,2025-11-18,1065,837,100,14,Evening
9406,5,306,463,2026-01-12,980,979,31,0,Evening
9407,15,307,237,2026-03-24,1141,704,7,7,Night
9408,24,99,247,2025-10-29,863,607,28,19,Night
9409,9,530,185,2025-12-24,1007,722,47,4,Night
9410,24,50,69,2025-09-25,1171,1134,80,5,Evening
9411,23,572,12,2025-10-21,1043,725,11,3,Evening
9412,25,833,202,2026-02-08,1182,1150,84,11,Morning
9413,3,536,207,2025-09-10,852,708,65,8,Morning
9414,24,934,362,2025-08-29,1061,617,106,2,Night
9415,22,841,313,2026-03-28,1005,966,83,11,Night
9416,4,358,324,2026-05-08,981,745,15,9,Morning
9417,14,143,338,2025-10-23,855,680,57,25,Evening
9418,6,366,345,2026-06-04,1134,1022,95,10,Morning
9419,13,325,182,2026-03-13,966,845,10,12,Morning
9420,24,569,211,2025-09-25,1131,625,81,19,Evening
9421,23,505,372,2026-04-30,1082,624,23,17,Morning
9422,1,587,345,2026-03-24,1113,786,42,7,Morning
9423,10,487,384,2025-09-23,1184,947,72,13,Evening
9424,19,138,459,2026-06-14,827,816,2,19,Evening
9425,1,54,212,2026-05-16,858,671,94,2,Night
9426,23,808,484,2026-02-19,1041,965,75,0,Morning
9427,8,780,436,2025-09-27,818,745,5,17,Night
9428,4,474,277,2025-12-27,1195,712,59,24,Night
9429,5,67,125,2025-11-20,947,730,27,21,Morning
9430,3,811,495,2025-12-31,1131,1069,41,6,Morning
9431,22,705,314,2025-11-20,879,655,18,19,Evening
9432,11,666,104,2025-10-26,813,649,6,25,Night
9433,22,82,266,2026-04-02,952,769,104,16,Night
9434,24,85,200,2025-11-05,1005,767,19,12,Evening
9435,11,986,47,2026-05-14,864,637,37,14,Morning
9436,15,956,440,2025-12-06,1127,1085,95,13,Night
9437,1,500,368,2026-02-03,929,665,11,24,Morning
9438,1,78,300,2026-01-25,1062,767,115,4,Night
9439,11,744,161,2026-01-08,908,637,24,15,Morning
9440,13,182,402,2026-04-25,954,649,110,2,Morning
9441,3,71,141,2025-12-20,825,816,108,25,Night
9442,7,5,65,2026-06-01,1049,800,63,17,Morning
9443,7,647,162,2026-02-23,891,708,13,6,Evening
9444,16,857,252,2025-07-07,880,628,53,8,Night
9445,20,853,401,2026-01-18,1089,1013,33,19,Night
9446,9,910,309,2025-09-29,1021,950,40,2,Evening
9447,17,612,277,2026-02-08,1168,663,50,1,Night
9448,8,951,326,2025-11-18,1098,644,56,13,Morning
9449,7,428,57,2026-03-26,1105,736,82,23,Night
9450,1,909,196,2025-07-16,867,803,22,10,Morning
9451,14,165,279,2026-03-04,915,732,39,23,Night
9452,25,313,329,2025-10-29,971,780,4,1,Morning
9453,20,157,209,2025-11-10,842,726,112,2,Night
9454,15,74,179,2026-03-23,873,784,90,8,Night
9455,5,274,133,2025-07-07,1056,1010,56,11,Night
9456,23,178,190,2025-08-21,971,818,0,7,Night
9457,2,729,232,2025-09-26,887,675,36,16,Night
9458,5,1000,221,2025-08-07,908,839,30,25,Evening
9459,13,792,471,2026-06-01,1139,823,36,25,Evening
9460,4,951,441,2026-06-10,1029,750,71,4,Night
9461,20,341,458,2026-05-23,910,729,106,15,Morning
9462,1,9,109,2026-03-19,1093,765,102,17,Night
9463,11,913,175,2026-04-30,971,793,108,24,Morning
9464,22,936,161,2026-05-10,851,807,29,13,Evening
9465,20,800,479,2026-01-23,1067,741,86,21,Morning
9466,11,491,54,2025-11-09,1174,1134,44,17,Morning
9467,9,746,278,2026-01-10,911,876,96,15,Evening
9468,3,574,56,2026-05-29,972,604,59,20,Morning
9469,21,502,416,2025-06-30,1042,1007,66,17,Night
9470,6,776,224,2026-03-17,1146,730,109,14,Night
9471,16,558,289,2025-09-22,842,753,85,15,Night
9472,3,692,190,2025-08-19,848,799,115,0,Morning
9473,20,221,312,2026-03-31,978,911,95,22,Evening
9474,16,324,493,2026-01-21,978,706,75,8,Evening
9475,2,457,6,2025-07-31,1000,670,23,17,Evening
9476,1,605,363,2025-12-01,813,606,59,20,Night
9477,18,262,156,2026-02-22,863,806,49,14,Evening
9478,10,589,185,2025-09-15,1057,849,53,9,Morning
9479,8,876,102,2025-12-09,926,887,51,10,Night
9480,10,827,391,2026-05-20,1197,643,20,8,Night
9481,18,684,119,2025-12-22,1162,1035,113,21,Evening
9482,9,508,498,2025-11-12,897,846,49,25,Night
9483,16,680,453,2026-02-25,960,742,107,23,Morning
9484,1,651,218,2025-09-13,993,965,74,3,Morning
9485,21,46,279,2026-03-22,918,842,100,13,Morning
9486,23,449,361,2025-07-22,810,650,119,5,Morning
9487,25,162,78,2026-01-15,830,657,72,19,Evening
